"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2019,2,25,1,"NK","N512NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2159",-2.00,0.00,0.00,0.00,,,,,,
2019,2,26,2,"NK","N510NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2154",-7.00,0.00,0.00,0.00,,,,,,
2019,2,28,4,"NK","N504NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2152",-9.00,0.00,0.00,0.00,,,,,,
2019,2,1,5,"NK","N526NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1934",-23.00,0.00,0.00,0.00,,,,,,
2019,2,2,6,"NK","N533NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","2127",90.00,90.00,1.00,0.00,0.00,0.00,90.00,0.00,0.00,
2019,2,3,7,"NK","N516NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","2000",3.00,3.00,0.00,0.00,,,,,,
2019,2,4,1,"NK","N507NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1946",-11.00,0.00,0.00,0.00,,,,,,
2019,2,7,4,"NK","N508NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1946",-11.00,0.00,0.00,0.00,,,,,,
2019,2,8,5,"NK","N536NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1956",-1.00,0.00,0.00,0.00,,,,,,
2019,2,9,6,"NK","N510NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1944",-13.00,0.00,0.00,0.00,,,,,,
2019,2,10,7,"NK","N508NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1956",-1.00,0.00,0.00,0.00,,,,,,
2019,2,11,1,"NK","N524NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1944",-13.00,0.00,0.00,0.00,,,,,,
2019,2,14,4,"NK","N512NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","2237",161.00,161.00,1.00,0.00,36.00,0.00,125.00,0.00,0.00,
2019,2,15,5,"NK","N533NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","2008",12.00,12.00,0.00,0.00,,,,,,
2019,2,16,6,"NK","N514NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","2015",19.00,19.00,1.00,0.00,0.00,0.00,19.00,0.00,0.00,
2019,2,17,7,"NK","N530NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1957",1.00,1.00,0.00,0.00,,,,,,
2019,2,18,1,"NK","N534NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","2045",49.00,49.00,1.00,0.00,0.00,0.00,7.00,0.00,42.00,
2019,2,19,2,"NK","N504NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1955",-1.00,0.00,0.00,0.00,,,,,,
2019,2,20,3,"NK","N508NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1953",-3.00,0.00,0.00,0.00,,,,,,
2019,2,21,4,"NK","N514NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1944",-12.00,0.00,0.00,0.00,,,,,,
2019,2,22,5,"NK","N519NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","2011",15.00,15.00,1.00,0.00,15.00,0.00,0.00,0.00,0.00,
2019,2,23,6,"NK","N526NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1958",2.00,2.00,0.00,0.00,,,,,,
2019,2,24,7,"NK","N504NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1946",-10.00,0.00,0.00,0.00,,,,,,
2019,2,25,1,"NK","N512NK","MSY","New Orleans, LA","LAS","Las Vegas, NV","1946",-10.00,0.00,0.00,0.00,,,,,,
